ArrayList scenario: 1;;
"Insert [%]:	20";;
"RemoveAt [%]:	20";;
"At [%]:		50";;
GetIndexOf [%]:10;;
11;removeAt;
49;getIndexOf;
38;getIndexOf;
19;removeAt;
39;removeAt;
10;at;
10;at;
36;insert;
25;insert;
37;insert;
10;at;
35;insert;
10;at;
10;at;
6;at;
18;removeAt;
5;at;
3;at;
3;at;
12;removeAt;
317;getIndexOf;
9;at;
4;at;
3;at;
122;getIndexOf;
12;removeAt;
12;insert;
37;getIndexOf;
3;at;
12;removeAt;
11;removeAt;
11;removeAt;
13;insert;
11;insert;
11;removeAt;
118;getIndexOf;
63;getIndexOf;
12;insert;
11;removeAt;
3;at;
29;getIndexOf;
12;insert;
3;at;
44;getIndexOf;
7;at;
3;at;
3;at;
12;insert;
3;at;
3;at;
3;at;
49;getIndexOf;
12;insert;
3;at;
